0,1
-26.277714,3.5875013
-25.942848,-13.3805895
24.037884,-27.085693
26.670584,5.9711885
31.085732,13.214283
-7.009818,-5.106297
31.71796,20.281973
-11.979496,-10.645448
8.558201,-28.886713
14.909248,-15.625901
18.333023,27.18343
-0.43557018,8.406132
12.289905,-21.065737
-15.065934,-4.3644485
-5.5685687,4.3594003
16.217953,29.832859
26.095037,-19.347462
-0.45767924,-8.575783
20.961233,22.146236
32.105667,-4.6744423
-0.24109927,8.615235
-6.9664164,25.901463
-17.184914,-7.7393627
-3.2679904,-11.964404
16.945093,8.973387
-30.910275,-16.39727
4.1935725,-17.878155
3.418732,-15.733211
-16.401579,-10.24376
18.982023,6.8656373
-0.099238425,20.224007
24.171871,18.089058
-23.356178,15.6622715
8.346357,-30.25561
-30.336187,14.509343
-3.9953253,28.834402
4.1897717,26.143744
19.63931,13.021328
-11.766724,-23.646038
-18.965057,-5.9181457
-12.926792,22.152542
1.8498083,-20.959957
-12.814455,-31.428377
-0.66356707,-7.093854
-0.46001256,23.378864
3.5696409,29.03169
-40.531223,-5.4809
-24.598858,-24.0862
-12.373912,-6.785351
12.647981,34.39848
38.567238,-21.12058
18.703,-11.160772
18.125423,27.978458
-12.553892,-18.945173
8.73645,-14.405289
5.749365,26.101946
24.511444,15.119754
-3.7388513,-19.177303
1.6742039,-36.415257
13.66698,14.7836275
-13.0270405,10.103441
27.733355,-10.551112
20.738947,-17.002266
7.5188193,35.265266
-22.82723,-23.07379
22.050808,-13.311321
-4.898489,-9.750865
24.608812,-19.291332
-31.568787,9.569167
1.7600245,-21.919495
3.0342426,-28.543697
8.622653,-3.4934127
-19.645235,15.455019
36.953484,-13.075254
27.21613,23.753502
-20.650734,24.051514
-26.229763,-4.1858397
6.905915,21.338982
30.984282,22.633223
-12.15559,-30.06906
-10.34041,-37.698444
-35.714157,4.497539
27.738346,-10.44527
-31.5823,12.162253
-19.418564,-18.636744
21.048975,18.299892
6.2002516,-22.704704
21.52912,-16.799917
-10.103382,35.099934
-13.971441,-33.518116
-33.87976,-11.652227
-16.610872,22.399868
-19.301083,28.033611
-20.425385,0.5263561
-28.933842,13.633239
-31.309908,12.215509
21.219854,-16.487188
-37.387753,-13.304957
12.029898,31.504005
4.7212934,3.438236
8.682085,-12.765413
20.736952,14.616847
-0.91318524,16.090672
-2.665005,28.957453
13.753942,30.690811
-14.025016,-12.1219225
2.5557313,-37.334713
-1.0007879,4.545556
-0.7780075,-6.6433544
-5.328869,10.5437765
12.060864,18.579453
-13.210933,10.342871
-25.60186,-14.599228
-29.33914,7.2992344
-7.920833,4.829909
4.5312476,36.223476
-35.688118,-16.103477
-15.91712,-16.485
8.918997,-10.130953
6.9620733,10.813364
11.702371,-29.866499
24.88117,-11.916128
-7.6871924,-5.8305807
-17.79943,2.8872702
4.0543237,26.180336
-2.8552833,18.248957
-9.524841,-13.8526535
-17.103004,13.419304
-39.460056,-6.059887
16.271696,-1.4943241
1.202091,7.1950827
-10.003352,-27.545267
4.2894607,-18.064655
1.1697795,-23.99288
-14.673606,28.583738
7.8273015,34.880802
-7.182539,-43.511364
23.71075,11.241377
-22.154173,-24.404898
-20.257833,-15.398829
19.542559,26.488909
-33.51529,20.970036
15.743517,-3.587137
5.7842674,-0.7344073
-15.269116,29.865688
9.211621,36.946754
-4.127153,32.398808
39.416103,7.128131
-7.8325057,26.658379
-19.925694,12.473398
5.525753,16.306082
0.8281907,-26.179493
15.579131,33.372654
16.193203,37.101482
-3.6626363,-16.825876
19.72641,19.138306
-4.688362,7.7511563
25.152763,-9.622551
-16.330755,-6.9699926
15.546746,20.485132
3.87449,-1.5725311
-18.600346,20.668686
-12.798504,24.342087
-21.939243,-6.5190077
23.655436,0.43402493
20.772776,30.314737
8.0065365,10.452018
